Sno.,Proposal No.,MOEFCC File No.,Project Name,Company,Proposal Status,View,S.No,Proposal Details,Location,Important Dates,Category,Company/Proponent,Forest Clearance Required ?,* Attached Files
"
                            17
                        ","
IA/AN/MIS/23348/2013
","

11-85/2013-IA.III
","

Clearance for eco friendly hotel and resort at Bada Balu, A&N
","

M/s Smartspace Infra structure Pvt. Ltd.
","
DList
","






",1,"Proposal No : IA/AN/MIS/23348/2013
File No : 11-85/2013-IA.III
Proposal Name : Clearance for eco friendly hotel and resort at Bada Balu, A&N","State : Andaman and Nicobar
District : Andamans
Village :","Date of Receipt for Proposal : 06 Dec 2013
Date of Delisted : 11 Sep 2014",Infrastructure and Miscellaneous Projects & CRZ,M/s Smartspace Infra structure Pvt. Ltd.,https://environmentclearance.nic.in/Default.aspx,
"
                            18
                        ","
IA/AP/CMIN/10771/2007
","

No J-11015/282/2007-IA.II(M)
","

Ramapuram Shaft Coal Mining project 
","

M/s Singareni Collieries Company Ltd
","
TOR GRANTED
","






",1,"Proposal No : IA/AP/CMIN/10771/2007
File No : No J-11015/282/2007-IA.II(M)
Proposal Name : Ramapuram Shaft Coal Mining project","State : Andhra Pradesh
District : Karimnagar
Village :","Date of Receipt of Proposal : 07/04/2007
Date of TOR Granted : 29 Jun 2007",Coal Mining,M/s Singareni Collieries Company Ltd,,https://environmentclearance.nic.in/Auth/openletter.aspx?TOR=4527
"
                            19
                        ","
IA/AP/CMIN/10773/2006
","

No J-11015/359/2006-IA.II(M)
","

Khairagura Opencast Expansion Project 
","

M/s Singareni Collieries Company Ltd
","
TOR GRANTED
","






",1,"Proposal No : IA/AP/CMIN/10773/2006
File No : No J-11015/359/2006-IA.II(M)
Proposal Name : Khairagura Opencast Expansion Project","State : Andhra Pradesh
District : Adilabad
Village :","Date of Receipt of Proposal : 01/11/2006
Date of TOR Granted : 27 May 2005",Coal Mining,M/s Singareni Collieries Company Ltd,,https://environmentclearance.nic.in/Auth/openletter.aspx?TOR=2078
"
                            20
                        ","
IA/AP/CMIN/10773/2006
","

No J-11015/359/2006-IA.II(M)
","

Khairagura Opencast Expansion Project 
","

M/s Singareni Collieries Company Ltd
","
EC GRANTED
","






",1,"Proposal No : IA/AP/CMIN/10773/2006
File No : No J-11015/359/2006-IA.II(M)
Proposal Name : Khairagura Opencast Expansion Project","State : Andhra Pradesh
District : Adilabad
Village :","Date of apply for TOR : 01/11/2006
Date of TOR Granted : 27 May 2005
Date of Receipt for EC : 27 May 2007
Date of EC Granted : 22 Oct 2007",Coal Mining,M/s Singareni Collieries Company Ltd,,"https://environmentclearance.nic.in/Auth/openletter.aspx?TOR=2078
https://environmentclearance.nic.in/writereaddata/Form-1A/EC/IAAPCMIN107732006112EC.pdf"
"
                            21
                        ","
IA/AP/CMIN/10815/2007
","

No. J-11015/1019/2007-I.II(M)
","

GDK-10A Incline UGP (1.02 MTPA to 2 MTPA) Coal Mining Project 
","

M/s Singareni Collieries Company Ltd
","
TOR GRANTED
","






",1,"Proposal No : IA/AP/CMIN/10815/2007
File No : No. J-11015/1019/2007-I.II(M)
Proposal Name : GDK-10A Incline UGP (1.02 MTPA to 2 MTPA) Coal Mining Project","State : Andhra Pradesh
District : Karimnagar
Village :","Date of Receipt of Proposal : 14/09/2007
Date of TOR Granted : 11 Dec 2007",Coal Mining,M/s Singareni Collieries Company Ltd,,https://environmentclearance.nic.in/Auth/openletter.aspx?TOR=3711
"
                            22
                        ","
IA/AP/CMIN/10834/2007
","

No. J-11015/144/2007-IA.II(M)
","

Sravanapalli OCP 
","

M/s Singareni Collieries Co. Ltd.,
","
TOR GRANTED
","






",1,"Proposal No : IA/AP/CMIN/10834/2007
File No : No. J-11015/144/2007-IA.II(M)
Proposal Name : Sravanapalli OCP","State : Andhra Pradesh
District : Adilabad
Village :","Date of Receipt of Proposal : 14/02/2007
Date of TOR Granted : 24 Apr 2007",Coal Mining,"M/s Singareni Collieries Co. Ltd.,",,https://environmentclearance.nic.in/writereaddata/Form-1A/TOR/IAAPCMIN1083420074528TOR.pdf
"
                            23
                        ","
IA/AP/CMIN/10855/2007
","

No. J-11015/21/2007-IA.II(M)
","

Srirampur OCP-II Coal Mine
","

M/s Singareni Collieries Company Ltd
","
EC GRANTED
","






",,,,,,,,
"
                            24
                        ","
IA/AP/CMIN/10898/2007
","

No. J-11015/858/2007-IA.II(M)
","

Tadicherla Open Cast Coal Mine (2.5 MTPA) 
","

M/s A.P. Power Generation Corp. Ltd.
","
EC GRANTED
","






",1,"Proposal No : IA/AP/CMIN/10898/2007
File No : No. J-11015/858/2007-IA.II(M)
Proposal Name : Tadicherla Open Cast Coal Mine (2.5 MTPA)","State : Andhra Pradesh
District : Karimnagar
Village :","Date of apply for TOR : 05/09/2007
Date of TOR Granted : 16 Nov 2007
Date of Receipt for EC : 02 Jul 2009
Date of EC Granted : 25 Feb 2016",Coal Mining,M/s A.P. Power Generation Corp. Ltd.,,"https://environmentclearance.nic.in/Auth/openletter.aspx?TOR=2079
https://environmentclearance.nic.in/writereaddata/Form-1A/EC/022620161ECletterofTadichelra.PDF"
"
                            25
                        ","
IA/AP/CMIN/10898/2007
","

No. J-11015/858/2007-IA.II(M)
","

Tadicherla Open Cast Coal Mine (2.5 MTPA) 
","

M/s A.P. Power Generation Corp. Ltd.
","
TOR GRANTED
","






",1,"Proposal No : IA/AP/CMIN/10898/2007
File No : No. J-11015/858/2007-IA.II(M)
Proposal Name : Tadicherla Open Cast Coal Mine (2.5 MTPA)","State : Andhra Pradesh
District : Karimnagar
Village :","Date of Receipt of Proposal : 05/09/2007
Date of TOR Granted : 16 Nov 2007",Coal Mining,M/s A.P. Power Generation Corp. Ltd.,,https://environmentclearance.nic.in/Auth/openletter.aspx?TOR=2079
"
                            26
                        ","
IA/AP/CMIN/10904/2007
","

No. J-11015/936/2007-I.II(M)
","

GDK-1 & 3 Incline Coal Mining Project 
","

M/s Singareni Collieries Company Ltd
","
TOR GRANTED
","






",1,"Proposal No : IA/AP/CMIN/10904/2007
File No : No. J-11015/936/2007-I.II(M)
Proposal Name : GDK-1 & 3 Incline Coal Mining Project","State : Andhra Pradesh
District : Khammam
Village :","Date of Receipt of Proposal : 23/08/2007
Date of TOR Granted : 18 Dec 2007",Coal Mining,M/s Singareni Collieries Company Ltd,,https://environmentclearance.nic.in/Auth/openletter.aspx?TOR=1398
"
                            27
                        ","
IA/AP/CMIN/10905/2007
","

No. J-11015/962/2007-IA.II(M)
","

GDK-7 LEP Underground Coal Mining Project
","

M/s Singareni Collieries Company Ltd
","
TOR GRANTED
","






",1,"Proposal No : IA/AP/CMIN/10905/2007
File No : No. J-11015/962/2007-IA.II(M)
Proposal Name : GDK-7 LEP Underground Coal Mining Project","State : Andhra Pradesh
District : Karimnagar
Village :","Date of Receipt of Proposal : 23/08/2007
Date of TOR Granted : 18 Dec 2007",Coal Mining,M/s Singareni Collieries Company Ltd,,https://environmentclearance.nic.in/Auth/openletter.aspx?TOR=1568
"
                            28
                        ","
IA/AP/CMIN/11012/2007
","

J-11015/383/2007-IA.II(M)
","

KK-5 Incline UG Coal Mine Project 
","

M/s Singareni Collieries Company Ltd. 
","
TOR GRANTED
","






",1,"Proposal No : IA/AP/CMIN/11012/2007
File No : J-11015/383/2007-IA.II(M)
Proposal Name : KK-5 Incline UG Coal Mine Project","State : Andhra Pradesh
District : Khammam
Village :","Date of Receipt of Proposal : 05/03/2007
Date of TOR Granted : 28 Aug 2007",Coal Mining,M/s Singareni Collieries Company Ltd.,,https://environmentclearance.nic.in/Auth/openletter.aspx?TOR=1569
"
                            29
                        ","
IA/AP/CMIN/11118/2007
","

No.J-11015/146/2007-IA.II(M)
","

Kunarvaram OCP 
","

M/s Singareni Collieries Co. Ltd.,
","
TOR GRANTED
","






",1,"Proposal No : IA/AP/CMIN/11118/2007
File No : No.J-11015/146/2007-IA.II(M)
Proposal Name : Kunarvaram OCP","State : Andhra Pradesh
District : Khammam
Village :","Date of Receipt of Proposal : 20/02/2007
Date of TOR Granted : 24 Apr 2007",Coal Mining,"M/s Singareni Collieries Co. Ltd.,",,https://environmentclearance.nic.in/Auth/openletter.aspx?TOR=2126
"
                            30
                        ","
IA/AP/CMIN/11193/2007
","

No.J-11015/21/2007- IA.II(M)
","

:   Kakatiya OC Sector-I  Coal Mine Project 
","

M/s Singareni Collieries Company Ltd.  
","
TOR GRANTED
","






",1,"Proposal No : IA/AP/CMIN/11193/2007
File No : No.J-11015/21/2007- IA.II(M)
Proposal Name : : Kakatiya OC Sector-I Coal Mine Project","State : Andhra Pradesh
District : Warangal
Village :","Date of Receipt of Proposal : 16/07/2007
Date of TOR Granted : 22 Oct 2007",Coal Mining,M/s Singareni Collieries Company Ltd.,,https://environmentclearance.nic.in/Auth/openletter.aspx?TOR=1260
"
                            31
                        ","
IA/AP/CMIN/11193/2007
","

No.J-11015/21/2007- IA.II(M)
","

:   Kakatiya OC Sector-I  Coal Mine Project 
","

M/s Singareni Collieries Company Ltd.  
","
EC GRANTED
","






",1,"Proposal No : IA/AP/CMIN/11193/2007
File No : No.J-11015/21/2007- IA.II(M)
Proposal Name : : Kakatiya OC Sector-I Coal Mine Project","State : Andhra Pradesh
District : Warangal
Village :","Date of apply for TOR : 16/07/2007
Date of TOR Granted : 22 Oct 2007
Date of Receipt for EC : 07 Jan 2008
Date of EC Granted : 01 May 2008",Coal Mining,M/s Singareni Collieries Company Ltd.,,"https://environmentclearance.nic.in/Auth/openletter.aspx?TOR=1260
https://environmentclearance.nic.in/writereaddata/Form-1A/EC/IAAPCMIN111932007114EC.pdf"
"
                            32
                        ","
IA/AP/CMIN/11327/2007
","

No.J-11015/296/2007-IA.II(M)
","

MK-4 Incline UG Coal Mining Project
","

M/s Singareni Collieries Company Ltd. 
","
TOR GRANTED
","






",1,"Proposal No : IA/AP/CMIN/11327/2007
File No : No.J-11015/296/2007-IA.II(M)
Proposal Name : MK-4 Incline UG Coal Mining Project","State : Andhra Pradesh
District : Adilabad
Village :","Date of Receipt of Proposal : 09/03/2007
Date of TOR Granted : 29 Aug 2007",Coal Mining,M/s Singareni Collieries Company Ltd.,,https://environmentclearance.nic.in/Auth/openletter.aspx?TOR=4529
"
                            33
                        ","
IA/AP/CMIN/11597/2009
","

No.J-11015/61/2009-IA.II(M)
","

Proposed Koyagudem ?1 Incline UG coal Project (0.891 MTPA with a peak production of 1 MTPA over 728.51 ha)
","

M/s Singareni Colieries Company Ltd.
","
TOR GRANTED
","






",1,"Proposal No : IA/AP/CMIN/11597/2009
File No : No.J-11015/61/2009-IA.II(M)
Proposal Name : Proposed Koyagudem ?1 Incline UG coal Project (0.891 MTPA with a peak production of 1 MTPA over 728.51 ha)","State : Andhra Pradesh
District : Khammam
Village : nul","Date of Receipt of Proposal : 04/03/2009
Date of TOR Granted : 15 Apr 2009",Coal Mining,M/s Singareni Colieries Company Ltd.,,https://environmentclearance.nic.in/Auth/openletter.aspx?TOR=4531
"
                            34
                        ","
IA/AP/CMIN/18571/2013
","

J-11015/35/2013-IA-II(M)
","

Dorli-II Opencast coal mine 
","

M/s Singareni Collieries Company Ltd.
","
DList
","






",1,"Proposal No : IA/AP/CMIN/18571/2013
File No : J-11015/35/2013-IA-II(M)
Proposal Name : Dorli-II Opencast coal mine","State : Andhra Pradesh
District : Adilabad
Village :","Date of Receipt for Proposal : 05 Feb 2013
Date of Delisted : 17 Dec 2013",Coal Mining,M/s Singareni Collieries Company Ltd.,https://environmentclearance.nic.in/Default.aspx,
"
                            35
                        ","
IA/AP/CMIN/18574/2013
","

J-11015/34/2013-IA-II(M)
","

Medapalli Opencast Coal Mine 
","

M/s Singareni Collieries Company Ltd.
","
DList
","






",1,"Proposal No : IA/AP/CMIN/18574/2013
File No : J-11015/34/2013-IA-II(M)
Proposal Name : Medapalli Opencast Coal Mine","State : Andhra Pradesh
District : Karimnagar
Village :","Date of Receipt for Proposal : 05 Feb 2013
Date of Delisted : 11 Mar 2014",Coal Mining,M/s Singareni Collieries Company Ltd.,https://environmentclearance.nic.in/Default.aspx,
"
                            36
                        ","
IA/AP/CMIN/18575/2013
","

J-11015/32/2013-IA-II(M)
","

Dorli-I Opencast coal mine
","

M/s Singareni Collieries Company Ltd.
","
DList
","






",1,"Proposal No : IA/AP/CMIN/18575/2013
File No : J-11015/32/2013-IA-II(M)
Proposal Name : Dorli-I Opencast coal mine","State : Andhra Pradesh
District : Adilabad
Village :","Date of Receipt for Proposal : 31 Jan 2013
Date of Delisted : 17 Dec 2013",Coal Mining,M/s Singareni Collieries Company Ltd.,https://environmentclearance.nic.in/Default.aspx,
"
                            37
                        ","
IA/AP/CMIN/18586/2013
","

J-11015/24/2013-IA-II(M)
","

Jalagam Vengala Rao Opencast-I 
","

M/s Singareni Collieries Company Ltd.
","
DList
","






",1,"Proposal No : IA/AP/CMIN/18586/2013
File No : J-11015/24/2013-IA-II(M)
Proposal Name : Jalagam Vengala Rao Opencast-I","State : Andhra Pradesh
District : Khammam
Village :","Date of Receipt for Proposal : 18 Jan 2013
Date of Delisted : 17 Dec 2013",Coal Mining,M/s Singareni Collieries Company Ltd.,https://environmentclearance.nic.in/Default.aspx,
"
                            38
                        ","
IA/AP/CMIN/18591/2013
","

J-11015/29/2013-IA-II(M)
","

Srirampur Opencast-II Expansion Coal Mining 
","

M/s Singareni Collieries Company Ltd.
","
DList
","






",1,"Proposal No : IA/AP/CMIN/18591/2013
File No : J-11015/29/2013-IA-II(M)
Proposal Name : Srirampur Opencast-II Expansion Coal Mining","State : Andhra Pradesh
District : Adilabad
Village :","Date of Receipt for Proposal : 23 Jan 2013
Date of Delisted : 11 Mar 2014",Coal Mining,M/s Singareni Collieries Company Ltd.,https://environmentclearance.nic.in/Default.aspx,
"
                            39
                        ","
IA/AP/CMIN/18694/2013
","

J-11015/161/2013-IA-II(M)
","

Venkateshkhani no. 7 Incline UGP
","

M/s Singareni Collieries Company Ltd.
","
DList
","






",1,"Proposal No : IA/AP/CMIN/18694/2013
File No : J-11015/161/2013-IA-II(M)
Proposal Name : Venkateshkhani no. 7 Incline UGP","State : Andhra Pradesh
District : Khammam
Village : Rudrampur","Date of Receipt for Proposal : 03 Jun 2013
Date of Delisted : 17 Dec 2013",Coal Mining,M/s Singareni Collieries Company Ltd.,https://environmentclearance.nic.in/Default.aspx,
"
                            40
                        ","
IA/AP/CMIN/18862/1910
","

J-11015/305/2007-IA.II (M)
","

Sirampur-3 and 3A incline underground coal mine expn (0.4 MTPA peak) of M/s. SCCL 
","

M/s. Singareni Collieries Co Ltd, 
","
EC GRANTED
","






",,,,,,,,
"
                            41
                        ","
IA/AP/CMIN/18872/1910
","

J-11015/234/2007-IA.II(M)
","

Expansion of Devapur limestone Mines (ML area 210ha, and enhancement of production from 3.0 MTPA to 5.3 MTPA)
","

M/s A.P. Mineral Development Corporation Ltd.,
","
EC GRANTED
","






",1,"Proposal No : IA/AP/CMIN/18872/1910
File No : J-11015/234/2007-IA.II(M)
Proposal Name : Expansion of Devapur limestone Mines (ML area 210ha, and enhancement of production from 3.0 MTPA to 5.3 MTPA)","State : Andhra Pradesh
District : Adilabad
Village : Devapur","Date of apply for TOR : N/A
Date of TOR Granted : N/A
Date of Receipt for EC :
Date of EC Granted : 16 Oct 2007",Coal Mining,"M/s A.P. Mineral Development Corporation Ltd.,",,"https://environmentclearance.nic.in/writereaddata/Form-1A/EC/0_0_27_Jun_2013_1529487371apmineral661ap.pdf
https://environmentclearance.nic.in/writereaddata/Monitoring/U0QN1XQV_234.pdf
https://environmentclearance.nic.in/writereaddata/Monitoring/53_expansionofdevapur661.pdf
https://environmentclearance.nic.in/writereaddata/Compliance/38_502.pdf
https://environmentclearance.nic.in/writereaddata/Compliance/6_528.pdf
https://environmentclearance.nic.in/writereaddata/Compliance/29_Jun_2017_153419937U3SR2UZS2342007.pdf
https://environmentclearance.nic.in/writereaddata/Compliance/30_Jul_2019_165817470YKEODYPKTelanganastateMinrals234-2007Mar19.pdf
https://environmentclearance.nic.in/writereaddata/Compliance/02_Dec_2019_155958057KT2GSCFXTSMDC11015-234sep19.pdf"
